date,product,region,channel,revenue,units,cost,profit
2023-01-13,Add-ons,East,Offline,12.55,1,4.74,7.81
2023-01-13,Add-ons,West,Online,17.37,1,8.19,9.18
2023-01-13,Add-ons,West,Offline,10.09,1,5.0,5.09
2023-01-14,Enterprise Suite,North,Online,59.94,4,32.33,27.61
2023-01-14,Enterprise Suite,North,Offline,31.42,2,13.14,18.28
2023-01-14,Enterprise Suite,South,Online,44.62,3,22.54,22.08
2023-01-14,Enterprise Suite,South,Offline,28.5,1,12.82,15.68
2023-01-14,Enterprise Suite,East,Online,45.16,3,21.01,24.15
2023-01-14,Enterprise Suite,East,Offline,29.49,2,11.64,17.85
2023-01-14,Enterprise Suite,West,Online,58.67,3,27.34,31.33
2023-01-14,Enterprise Suite,West,Offline,41.49,3,18.16,23.33
2023-01-14,Growth Pack,North,Online,38.96,2,20.57,18.39
2023-01-14,Growth Pack,North,Offline,24.58,1,10.84,13.74
2023-01-14,Growth Pack,South,Online,40.59,2,19.43,21.16
2023-01-14,Growth Pack,South,Offline,18.85,1,7.96,10.89
2023-01-14,Growth Pack,East,Online,31.8,2,12.4,19.4
2023-01-14,Growth Pack,East,Offline,25.49,1,10.16,15.33
2023-01-14,Growth Pack,West,Online,34.87,2,14.17,20.7
2023-01-14,Growth Pack,West,Offline,20.42,1,9.55,10.87
2023-01-14,Starter Plan,North,Online,27.81,2,14.74,13.07
2023-01-14,Starter Plan,North,Offline,14.79,1,6.87,7.92
2023-01-14,Starter Plan,South,Online,22.03,2,10.63,11.4
2023-01-14,Starter Plan,South,Offline,16.03,1,7.92,8.11
2023-01-14,Starter Plan,East,Online,10.97,1,4.87,6.1
2023-01-14,Starter Plan,East,Offline,13.91,1,5.84,8.07
2023-01-14,Starter Plan,West,Online,23.88,1,11.03,12.85
2023-01-14,Starter Plan,West,Offline,16.5,1,8.24,8.26
2023-01-14,Add-ons,North,Online,7.77,1,4.15,3.62
2023-01-14,Add-ons,North,Offline,5.0,1,1.97,3.03
2023-01-14,Add-ons,South,Online,10.82,1,4.62,6.2
2023-01-14,Add-ons,South,Offline,5.0,1,2.23,2.77
2023-01-14,Add-ons,East,Online,13.25,1,6.22,7.03
2023-01-14,Add-ons,East,Offline,15.01,1,6.53,8.48
2023-01-14,Add-ons,West,Online,11.27,1,5.76,5.51
2023-01-14,Add-ons,West,Offline,12.72,1,6.58,6.14
2023-01-15,Enterprise Suite,North,Online,41.38,2,18.35,23.03
2023-01-15,Enterprise Suite,North,Offline,33.18,2,15.94,17.24
2023-01-15,Enterprise Suite,South,Online,36.82,2,13.52,23.3
2023-01-15,Enterprise Suite,South,Offline,28.63,2,11.41,17.22
2023-01-15,Enterprise Suite,East,Online,34.43,2,14.53,19.9
2023-01-15,Enterprise Suite,East,Offline,18.06,1,7.82,10.24
2023-01-15,Enterprise Suite,West,Online,42.26,2,15.83,26.43
2023-01-15,Enterprise Suite,West,Offline,29.49,1,13.98,15.51
2023-01-15,Growth Pack,North,Online,26.58,1,9.74,16.84
2023-01-15,Growth Pack,North,Offline,17.42,1,9.28,8.14
2023-01-15,Growth Pack,South,Online,27.86,1,11.54,16.32
2023-01-15,Growth Pack,South,Offline,16.8,1,8.88,7.92
2023-01-15,Growth Pack,East,Online,19.11,1,7.09,12.02
2023-01-15,Growth Pack,East,Offline,25.12,2,11.46,13.66
2023-01-15,Growth Pack,West,Online,26.53,1,11.45,15.08
2023-01-15,Growth Pack,West,Offline,17.2,1,9.19,8.01
2023-01-15,Starter Plan,North,Online,23.57,2,9.7,13.87
2023-01-15,Starter Plan,North,Offline,7.75,1,4.0,3.75
2023-01-15,Starter Plan,South,Online,21.52,1,11.53,9.99
2023-01-15,Starter Plan,South,Offline,13.09,1,5.01,8.08
2023-01-15,Starter Plan,East,Online,17.91,1,8.2,9.71
2023-01-15,Starter Plan,East,Offline,11.99,1,5.84,6.15
2023-01-15,Starter Plan,West,Online,5.68,1,2.44,3.24
2023-01-15,Starter Plan,West,Offline,5.0,1,1.88,3.12
2023-01-15,Add-ons,North,Online,8.64,1,3.8,4.84
2023-01-15,Add-ons,North,Offline,5.86,1,2.15,3.71
2023-01-15,Add-ons,South,Online,13.98,1,7.49,6.49
2023-01-15,Add-ons,South,Offline,10.53,1,5.57,4.96
2023-01-15,Add-ons,East,Online,5.0,1,1.84,3.16
2023-01-15,Add-ons,East,Offline,6.45,1,2.55,3.9
2023-01-15,Add-ons,West,Online,16.15,1,7.38,8.77
2023-01-15,Add-ons,West,Offline,8.47,1,4.27,4.2
2023-01-16,Enterprise Suite,North,Online,60.94,3,32.35,28.59
2023-01-16,Enterprise Suite,North,Offline,39.54,3,15.84,23.7
2023-01-16,Enterprise Suite,South,Online,48.81,2,20.9,27.91
2023-01-16,Enterprise Suite,South,Offline,28.02,1,11.01,17.01
2023-01-16,Enterprise Suite,East,Online,48.37,3,23.27,25.1
2023-01-16,Enterprise Suite,East,Offline,31.3,2,15.34,15.96
2023-01-16,Enterprise Suite,West,Online,51.81,2,20.4,31.41
2023-01-16,Enterprise Suite,West,Offline,27.74,1,12.58,15.16
2023-01-16,Growth Pack,North,Online,35.82,2,19.31,16.51
2023-01-16,Growth Pack,North,Offline,18.01,1,7.85,10.16
2023-01-16,Growth Pack,South,Online,33.25,2,13.33,19.92
2023-01-16,Growth Pack,South,Offline,20.06,1,10.77,9.29
2023-01-16,Growth Pack,East,Online,36.92,2,16.45,20.47
2023-01-16,Growth Pack,East,Offline,18.15,1,8.65,9.5
2023-01-16,Growth Pack,West,Online,32.74,2,15.55,17.19
2023-01-16,Growth Pack,West,Offline,33.25,2,14.05,19.2
2023-01-16,Starter Plan,North,Online,25.18,1,13.42,11.76
2023-01-16,Starter Plan,North,Offline,11.51,1,5.83,5.68
2023-01-16,Starter Plan,South,Online,20.72,1,9.17,11.55
2023-01-16,Starter Plan,South,Offline,6.91,1,2.65,4.26
2023-01-16,Starter Plan,East,Online,24.64,1,12.18,12.46
2023-01-16,Starter Plan,East,Offline,11.89,1,4.52,7.37
2023-01-16,Starter Plan,West,Online,15.76,1,6.23,9.53
2023-01-16,Starter Plan,West,Offline,16.8,1,8.72,8.08
2023-01-16,Add-ons,North,Online,17.81,1,6.97,10.84
2023-01-16,Add-ons,North,Offline,14.73,1,5.69,9.04
2023-01-16,Add-ons,South,Online,15.04,1,5.76,9.28
2023-01-16,Add-ons,South,Offline,6.46,1,2.41,4.05
2023-01-16,Add-ons,East,Online,8.4,1,4.15,4.25
2023-01-16,Add-ons,East,Offline,12.12,1,6.15,5.97
2023-01-16,Add-ons,West,Online,12.68,1,4.97,7.71
2023-01-16,Add-ons,West,Offline,9.23,1,3.72,5.51
2023-01-17,Enterprise Suite,North,Online,73.22,5,29.95,43.27
2023-01-17,Enterprise Suite,North,Offline,48.48,3,20.1,28.38
2023-01-17,Enterprise Suite,South,Online,54.81,4,27.26,27.55
2023-01-17,Enterprise Suite,South,Offline,38.72,2,18.42,20.3
2023-01-17,Enterprise Suite,East,Online,51.77,2,24.35,27.42
2023-01-17,Enterprise Suite,East,Offline,38.76,2,19.48,19.28
2023-01-17,Enterprise Suite,West,Online,75.09,7,27.25,47.84
2023-01-17,Enterprise Suite,West,Offline,36.07,2,15.63,20.44
2023-01-17,Growth Pack,North,Online,53.88,3,27.51,26.37
2023-01-17,Growth Pack,North,Offline,43.73,3,21.98,21.75
2023-01-17,Growth Pack,South,Online,37.94,2,19.62,18.32
2023-01-17,Growth Pack,South,Offline,28.82,2,12.46,16.36
2023-01-17,Growth Pack,East,Online,42.9,2,22.69,20.21
2023-01-17,Growth Pack,East,Offline,20.2,1,8.35,11.85
2023-01-17,Growth Pack,West,Online,51.9,4,19.23,32.67
2023-01-17,Growth Pack,West,Offline,30.14,2,15.38,14.76
2023-01-17,Starter Plan,North,Online,31.17,2,12.21,18.96
2023-01-17,Starter Plan,North,Offline,26.12,2,13.7,12.42
2023-01-17,Starter Plan,South,Online,30.4,1,15.4,15.0
2023-01-17,Starter Plan,South,Offline,15.15,1,8.08,7.07
2023-01-17,Starter Plan,East,Online,28.95,2,12.68,16.27
2023-01-17,Starter Plan,East,Offline,18.62,1,9.29,9.33
2023-01-17,Starter Plan,West,Online,32.48,1,12.94,19.54
2023-01-17,Starter Plan,West,Offline,21.48,1,11.58,9.9
2023-01-17,Add-ons,North,Online,25.21,2,11.43,13.78
2023-01-17,Add-ons,North,Offline,18.04,1,7.78,10.26
2023-01-17,Add-ons,South,Online,13.08,1,5.15,7.93
2023-01-17,Add-ons,South,Offline,8.94,1,3.99,4.95
2023-01-17,Add-ons,East,Online,12.98,1,6.29,6.69
2023-01-17,Add-ons,East,Offline,14.56,1,6.3,8.26
2023-01-17,Add-ons,West,Online,23.64,1,11.62,12.02
2023-01-17,Add-ons,West,Offline,14.52,1,6.45,8.07
2023-01-18,Enterprise Suite,North,Online,87.26,7,38.7,48.56
2023-01-18,Enterprise Suite,North,Offline,63.98,3,33.49,30.49
2023-01-18,Enterprise Suite,South,Online,80.16,6,32.81,47.35
2023-01-18,Enterprise Suite,South,Offline,53.57,4,28.39,25.18
2023-01-18,Enterprise Suite,East,Online,80.18,6,41.08,39.1
2023-01-18,Enterprise Suite,East,Offline,52.48,5,20.42,32.06
2023-01-18,Enterprise Suite,West,Online,89.86,5,35.76,54.1
2023-01-18,Enterprise Suite,West,Offline,59.71,3,30.61,29.1
2023-01-18,Growth Pack,North,Online,74.52,7,38.46,36.06
2023-01-18,Growth Pack,North,Offline,38.29,2,19.02,19.27
2023-01-18,Growth Pack,South,Online,58.46,3,30.92,27.54
2023-01-18,Growth Pack,South,Offline,30.14,2,15.61,14.53
2023-01-18,Growth Pack,East,Online,54.54,3,27.69,26.85
2023-01-18,Growth Pack,East,Offline,25.11,2,10.12,14.99
2023-01-18,Growth Pack,West,Online,64.28,4,29.88,34.4
2023-01-18,Growth Pack,West,Offline,41.17,2,21.59,19.58
2023-01-18,Starter Plan,North,Online,49.56,3,23.89,25.67
2023-01-18,Starter Plan,North,Offline,27.5,2,13.84,13.66
2023-01-18,Starter Plan,South,Online,29.82,1,15.66,14.16
2023-01-18,Starter Plan,South,Offline,36.13,2,17.16,18.97
2023-01-18,Starter Plan,East,Online,44.49,2,16.77,27.72
2023-01-18,Starter Plan,East,Offline,24.71,1,10.16,14.55
2023-01-18,Starter Plan,West,Online,38.35,2,20.57,17.78
2023-01-18,Starter Plan,West,Offline,27.93,2,13.93,14.0
2023-01-18,Add-ons,North,Online,22.63,1,10.83,11.8
2023-01-18,Add-ons,North,Offline,16.4,1,6.55,9.85
2023-01-18,Add-ons,South,Online,21.54,1,9.68,11.86
2023-01-18,Add-ons,South,Offline,14.29,1,7.37,6.92
2023-01-18,Add-ons,East,Online,26.13,1,13.85,12.28
2023-01-18,Add-ons,East,Offline,13.88,1,5.64,8.24
2023-01-18,Add-ons,West,Online,22.35,1,11.61,10.74
2023-01-18,Add-ons,West,Offline,13.06,1,6.53,6.53
2023-01-19,Enterprise Suite,North,Online,108.44,9,39.57,68.87
2023-01-19,Enterprise Suite,North,Offline,58.46,3,27.73,30.73
2023-01-19,Enterprise Suite,South,Online,73.88,5,32.93,40.95
2023-01-19,Enterprise Suite,South,Offline,53.52,3,21.21,32.31
2023-01-19,Enterprise Suite,East,Online,79.66,4,33.69,45.97
2023-01-19,Enterprise Suite,East,Offline,55.79,5,29.85,25.94
2023-01-19,Enterprise Suite,West,Online,93.41,5,39.21,54.2
2023-01-19,Enterprise Suite,West,Offline,63.74,5,23.98,39.76
2023-01-19,Growth Pack,North,Online,62.85,5,33.82,29.03
2023-01-19,Growth Pack,North,Offline,50.88,4,25.89,24.99
2023-01-19,Growth Pack,South,Online,58.11,3,27.52,30.59
2023-01-19,Growth Pack,South,Offline,39.33,2,17.86,21.47
2023-01-19,Growth Pack,East,Online,50.65,3,21.39,29.26
2023-01-19,Growth Pack,East,Offline,31.23,2,15.72,15.51
2023-01-19,Growth Pack,West,Online,66.82,5,27.02,39.8
2023-01-19,Growth Pack,West,Offline,45.88,3,22.18,23.7
2023-01-19,Starter Plan,North,Online,41.48,3,20.64,20.84
2023-01-19,Starter Plan,North,Offline,27.29,2,13.21,14.08
2023-01-19,Starter Plan,South,Online,36.47,2,16.86,19.61
2023-01-19,Starter Plan,South,Offline,31.03,2,14.64,16.39
2023-01-19,Starter Plan,East,Online,48.05,3,18.47,29.58
2023-01-19,Starter Plan,East,Offline,18.95,1,9.15,9.8
2023-01-19,Starter Plan,West,Online,38.1,2,16.52,21.58
2023-01-19,Starter Plan,West,Offline,22.52,1,9.89,12.63
2023-01-19,Add-ons,North,Online,44.51,3,22.67,21.84
2023-01-19,Add-ons,North,Offline,18.37,1,8.18,10.19
2023-01-19,Add-ons,South,Online,35.33,2,18.62,16.71
2023-01-19,Add-ons,South,Offline,11.53,1,5.4,6.13
2023-01-19,Add-ons,East,Online,147.38,3,14.83,132.55
2023-01-19,Add-ons,East,Offline,5.46,1,2.45,3.01
2023-01-19,Add-ons,West,Online,35.56,2,15.69,19.87
2023-01-19,Add-ons,West,Offline,20.99,1,7.92,13.07
2023-01-20,Enterprise Suite,North,Online,81.37,6,40.56,40.81
2023-01-20,Enterprise Suite,North,Offline,44.59,4,20.63,23.96
2023-01-20,Enterprise Suite,South,Online,70.34,4,27.44,42.9
2023-01-20,Enterprise Suite,South,Offline,46.42,3,22.07,24.35
2023-01-20,Enterprise Suite,East,Online,65.39,4,26.26,39.13
2023-01-20,Enterprise Suite,East,Offline,46.45,3,23.04,23.41
2023-01-20,Enterprise Suite,West,Online,82.28,4,32.94,49.34
2023-01-20,Enterprise Suite,West,Offline,52.28,4,21.29,30.99
2023-01-20,Growth Pack,North,Online,55.95,3,30.12,25.83
2023-01-20,Growth Pack,North,Offline,40.45,2,20.82,19.63
2023-01-20,Growth Pack,South,Online,54.41,4,24.76,29.65
2023-01-20,Growth Pack,South,Offline,29.1,2,12.78,16.32
2023-01-20,Growth Pack,East,Online,55.52,3,29.04,26.48
2023-01-20,Growth Pack,East,Offline,35.11,2,14.67,20.44
2023-01-20,Growth Pack,West,Online,57.48,3,25.92,31.56
2023-01-20,Growth Pack,West,Offline,37.46,2,18.54,18.92
2023-01-20,Starter Plan,North,Online,33.51,2,12.83,20.68
2023-01-20,Starter Plan,North,Offline,28.98,1,12.76,16.22
2023-01-20,Starter Plan,South,Online,23.29,1,10.71,12.58
2023-01-20,Starter Plan,South,Offline,19.81,1,7.76,12.05
2023-01-20,Starter Plan,East,Online,32.37,2,12.03,20.34
2023-01-20,Starter Plan,East,Offline,22.77,1,8.29,14.48
2023-01-20,Starter Plan,West,Online,41.05,3,19.26,21.79
2023-01-20,Starter Plan,West,Offline,26.79,1,9.99,16.8
2023-01-20,Add-ons,North,Online,31.04,1,11.24,19.8
2023-01-20,Add-ons,North,Offline,16.17,1,7.42,8.75
2023-01-20,Add-ons,South,Online,23.96,2,11.47,12.49
2023-01-20,Add-ons,South,Offline,12.05,1,6.41,5.64
2023-01-20,Add-ons,East,Online,12.94,1,5.77,7.17
2023-01-20,Add-ons,East,Offline,20.98,1,7.73,13.25
2023-01-20,Add-ons,West,Online,31.75,2,11.54,20.21
2023-01-20,Add-ons,West,Offline,6.83,1,3.21,3.62
2023-01-21,Enterprise Suite,North,Online,59.85,3,29.21,30.64
2023-01-21,Enterprise Suite,North,Offline,43.55,3,20.41,23.14
2023-01-21,Enterprise Suite,South,Online,41.05,3,16.43,24.62
2023-01-21,Enterprise Suite,South,Offline,26.27,1,10.29,15.98
2023-01-21,Enterprise Suite,East,Online,43.56,2,17.26,26.3
2023-01-21,Enterprise Suite,East,Offline,34.86,3,18.35,16.51
2023-01-21,Enterprise Suite,West,Online,50.65,5,25.19,25.46
2023-01-21,Enterprise Suite,West,Offline,34.62,2,18.51,16.11
2023-01-21,Growth Pack,North,Online,44.51,4,22.83,21.68
2023-01-21,Growth Pack,North,Offline,33.31,2,14.49,18.82
2023-01-21,Growth Pack,South,Online,41.64,3,20.54,21.1
2023-01-21,Growth Pack,South,Offline,18.83,1,9.66,9.17
2023-01-21,Growth Pack,East,Online,40.22,2,16.74,23.48
2023-01-21,Growth Pack,East,Offline,20.03,1,8.54,11.49
2023-01-21,Growth Pack,West,Online,43.67,3,19.37,24.3
2023-01-21,Growth Pack,West,Offline,22.2,1,8.85,13.35
2023-01-21,Starter Plan,North,Online,35.04,2,17.99,17.05
2023-01-21,Starter Plan,North,Offline,14.69,1,7.74,6.95
2023-01-21,Starter Plan,South,Online,24.32,1,13.08,11.24
2023-01-21,Starter Plan,South,Offline,13.83,1,6.66,7.17
2023-01-21,Starter Plan,East,Online,18.26,1,8.14,10.12
2023-01-21,Starter Plan,East,Offline,15.11,1,6.35,8.76
2023-01-21,Starter Plan,West,Online,22.96,1,11.75,11.21
2023-01-21,Starter Plan,West,Offline,21.48,1,10.25,11.23
2023-01-21,Add-ons,North,Online,16.12,1,7.22,8.9
2023-01-21,Add-ons,North,Offline,11.12,1,5.38,5.74
2023-01-21,Add-ons,South,Online,18.85,1,7.26,11.59
2023-01-21,Add-ons,South,Offline,8.77,1,3.98,4.79
2023-01-21,Add-ons,East,Online,14.19,1,6.68,7.51
2023-01-21,Add-ons,East,Offline,5.0,1,1.9,3.1
2023-01-21,Add-ons,West,Online,19.11,1,8.45,10.66
2023-01-21,Add-ons,West,Offline,12.67,1,5.42,7.25
2023-01-22,Enterprise Suite,North,Online,45.98,3,16.73,29.25
2023-01-22,Enterprise Suite,North,Offline,31.92,2,13.91,18.01
2023-01-22,Enterprise Suite,South,Online,34.61,2,18.33,16.28
2023-01-22,Enterprise Suite,South,Offline,28.14,1,14.0,14.14
2023-01-22,Enterprise Suite,East,Online,40.94,2,19.4,21.54
2023-01-22,Enterprise Suite,East,Offline,23.04,1,8.47,14.57
2023-01-22,Enterprise Suite,West,Online,41.83,2,16.16,25.67
2023-01-22,Enterprise Suite,West,Offline,22.75,1,8.26,14.49
2023-01-22,Growth Pack,North,Online,28.33,1,11.85,16.48
2023-01-22,Growth Pack,North,Offline,15.99,1,7.12,8.87
2023-01-22,Growth Pack,South,Online,29.37,1,11.98,17.39
2023-01-22,Growth Pack,South,Offline,19.16,1,8.36,10.8
2023-01-22,Growth Pack,East,Online,30.2,2,16.15,14.05
2023-01-22,Growth Pack,East,Offline,18.92,1,9.74,9.18
2023-01-22,Growth Pack,West,Online,25.06,2,12.88,12.18
2023-01-22,Growth Pack,West,Offline,22.1,1,11.84,10.26
2023-01-22,Starter Plan,North,Online,19.52,1,7.14,12.38
2023-01-22,Starter Plan,North,Offline,14.93,1,7.2,7.73
2023-01-22,Starter Plan,South,Online,23.95,1,9.76,14.19
2023-01-22,Starter Plan,South,Offline,17.01,1,8.32,8.69
2023-01-22,Starter Plan,East,Online,14.43,1,7.41,7.02
2023-01-22,Starter Plan,East,Offline,15.09,1,7.88,7.21
2023-01-22,Starter Plan,West,Online,15.48,1,6.95,8.53
2023-01-22,Starter Plan,West,Offline,19.33,1,9.56,9.77
2023-01-22,Add-ons,North,Online,15.43,1,8.16,7.27
2023-01-22,Add-ons,North,Offline,5.0,1,2.44,2.56
2023-01-22,Add-ons,South,Online,6.24,1,2.43,3.81
2023-01-22,Add-ons,South,Offline,10.52,1,4.12,6.4
2023-01-22,Add-ons,East,Online,17.22,1,9.07,8.15
2023-01-22,Add-ons,East,Offline,7.28,1,2.76,4.52
2023-01-22,Add-ons,West,Online,5.0,1,1.83,3.17
2023-01-22,Add-ons,West,Offline,6.72,1,2.88,3.84
2023-01-23,Enterprise Suite,North,Online,55.94,4,23.44,32.5
2023-01-23,Enterprise Suite,North,Offline,38.51,3,15.26,23.25
2023-01-23,Enterprise Suite,South,Online,49.37,2,26.02,23.35
2023-01-23,Enterprise Suite,South,Offline,31.41,2,13.09,18.32
2023-01-23,Enterprise Suite,East,Online,48.35,2,24.75,23.6
2023-01-23,Enterprise Suite,East,Offline,30.86,2,15.37,15.49
2023-01-23,Enterprise Suite,West,Online,56.98,4,30.04,26.94
2023-01-23,Enterprise Suite,West,Offline,26.04,1,12.98,13.06
2023-01-23,Growth Pack,North,Online,31.4,2,11.5,19.9
2023-01-23,Growth Pack,North,Offline,24.73,1,11.58,13.15
2023-01-23,Growth Pack,South,Online,29.6,2,12.13,17.47
2023-01-23,Growth Pack,South,Offline,24.67,2,10.87,13.8
2023-01-23,Growth Pack,East,Online,33.87,2,14.78,19.09
2023-01-23,Growth Pack,East,Offline,21.89,1,11.4,10.49
2023-01-23,Growth Pack,West,Online,41.73,3,18.8,22.93
2023-01-23,Growth Pack,West,Offline,20.96,1,9.44,11.52
2023-01-23,Starter Plan,North,Online,26.79,2,12.37,14.42
2023-01-23,Starter Plan,North,Offline,19.02,1,7.73,11.29
2023-01-23,Starter Plan,South,Online,33.97,2,18.15,15.82
2023-01-23,Starter Plan,South,Offline,10.9,1,4.96,5.94
2023-01-23,Starter Plan,East,Online,25.52,1,11.87,13.65
2023-01-23,Starter Plan,East,Offline,13.57,1,5.17,8.4
2023-01-23,Starter Plan,West,Online,26.6,1,9.86,16.74
2023-01-23,Starter Plan,West,Offline,11.59,1,4.31,7.28
2023-01-23,Add-ons,North,Online,18.52,1,8.88,9.64
2023-01-23,Add-ons,North,Offline,7.61,1,3.97,3.64
2023-01-23,Add-ons,South,Online,18.55,1,8.64,9.91
2023-01-23,Add-ons,South,Offline,13.55,1,5.26,8.29
2023-01-23,Add-ons,East,Online,10.2,1,4.51,5.69
2023-01-23,Add-ons,East,Offline,16.06,1,8.45,7.61
2023-01-23,Add-ons,West,Online,23.17,2,12.22,10.95
2023-01-23,Add-ons,West,Offline,7.6,1,3.22,4.38
2023-01-24,Enterprise Suite,North,Online,73.23,5,28.87,44.36
2023-01-24,Enterprise Suite,North,Offline,53.16,4,25.89,27.27
2023-01-24,Enterprise Suite,South,Online,71.03,6,33.93,37.1
2023-01-24,Enterprise Suite,South,Offline,55.39,3,20.88,34.51
2023-01-24,Enterprise Suite,East,Online,60.03,3,31.08,28.95
2023-01-24,Enterprise Suite,East,Offline,42.02,3,17.91,24.11
2023-01-24,Enterprise Suite,West,Online,77.66,6,28.81,48.85
2023-01-24,Enterprise Suite,West,Offline,44.26,3,19.01,25.25
2023-01-24,Growth Pack,North,Online,46.96,3,22.21,24.75
2023-01-24,Growth Pack,North,Offline,35.74,2,16.3,19.44
2023-01-24,Growth Pack,South,Online,48.08,3,22.39,25.69
2023-01-24,Growth Pack,South,Offline,37.43,2,19.6,17.83
2023-01-24,Growth Pack,East,Online,48.56,4,21.23,27.33
2023-01-24,Growth Pack,East,Offline,34.33,1,15.19,19.14
2023-01-24,Growth Pack,West,Online,62.29,4,23.84,38.45
2023-01-24,Growth Pack,West,Offline,35.18,2,17.25,17.93
2023-01-24,Starter Plan,North,Online,29.15,1,13.71,15.44
2023-01-24,Starter Plan,North,Offline,24.34,1,12.57,11.77
2023-01-24,Starter Plan,South,Online,32.97,2,13.15,19.82
2023-01-24,Starter Plan,South,Offline,31.63,2,13.78,17.85
2023-01-24,Starter Plan,East,Online,24.86,1,12.1,12.76
2023-01-24,Starter Plan,East,Offline,15.24,1,7.92,7.32
2023-01-24,Starter Plan,West,Online,34.36,2,14.18,20.18
2023-01-24,Starter Plan,West,Offline,28.88,1,13.57,15.31
2023-01-24,Add-ons,North,Online,29.88,2,10.97,18.91
2023-01-24,Add-ons,North,Offline,8.77,1,3.16,5.61
2023-01-24,Add-ons,South,Online,139.83,1,13.77,126.06
2023-01-24,Add-ons,South,Offline,17.77,1,7.79,9.98
2023-01-24,Add-ons,East,Online,15.06,1,6.59,8.47
2023-01-24,Add-ons,East,Offline,19.03,1,10.26,8.77
2023-01-24,Add-ons,West,Online,20.23,1,7.94,12.29
2023-01-24,Add-ons,West,Offline,18.16,1,7.11,11.05
2023-01-25,Enterprise Suite,North,Online,98.06,7,51.53,46.53
2023-01-25,Enterprise Suite,North,Offline,67.09,6,29.02,38.07
2023-01-25,Enterprise Suite,South,Online,91.01,7,48.92,42.09
2023-01-25,Enterprise Suite,South,Offline,50.41,4,23.35,27.06
2023-01-25,Enterprise Suite,East,Online,72.16,4,30.87,41.29
2023-01-25,Enterprise Suite,East,Offline,59.27,5,25.91,33.36
2023-01-25,Enterprise Suite,West,Online,96.41,5,41.12,55.29
2023-01-25,Enterprise Suite,West,Offline,66.88,6,26.13,40.75
2023-01-25,Growth Pack,North,Online,76.46,4,31.49,44.97
2023-01-25,Growth Pack,North,Offline,52.22,4,26.91,25.31
2023-01-25,Growth Pack,South,Online,58.07,5,21.15,36.92
2023-01-25,Growth Pack,South,Offline,38.1,2,15.33,22.77
2023-01-25,Growth Pack,East,Online,56.41,4,28.39,28.02
2023-01-25,Growth Pack,East,Offline,48.02,3,25.84,22.18
2023-01-25,Growth Pack,West,Online,68.88,4,25.44,43.44
2023-01-25,Growth Pack,West,Offline,51.12,2,24.52,26.6
2023-01-25,Starter Plan,North,Online,47.84,3,20.83,27.01
2023-01-25,Starter Plan,North,Offline,41.27,2,18.29,22.98
2023-01-25,Starter Plan,South,Online,46.4,3,18.8,27.6
2023-01-25,Starter Plan,South,Offline,14.52,1,7.51,7.01
2023-01-25,Starter Plan,East,Online,45.36,4,21.99,23.37
2023-01-25,Starter Plan,East,Offline,20.5,1,7.94,12.56
2023-01-25,Starter Plan,West,Online,43.76,4,21.76,22.0
2023-01-25,Starter Plan,West,Offline,42.54,4,21.04,21.5
2023-01-25,Add-ons,North,Online,36.05,2,17.88,18.17
2023-01-25,Add-ons,North,Offline,10.71,1,5.0,5.71
2023-01-25,Add-ons,South,Online,22.99,1,9.06,13.93
2023-01-25,Add-ons,South,Offline,25.69,1,12.01,13.68
2023-01-25,Add-ons,East,Online,29.44,1,15.33,14.11
2023-01-25,Add-ons,East,Offline,11.41,1,5.25,6.16
2023-01-25,Add-ons,West,Online,32.02,2,16.9,15.12
2023-01-25,Add-ons,West,Offline,27.74,1,12.07,15.67
2023-01-26,Enterprise Suite,North,Online,104.94,7,39.8,65.14
2023-01-26,Enterprise Suite,North,Offline,72.86,5,27.11,45.75
2023-01-26,Enterprise Suite,South,Online,93.43,8,36.96,56.47
2023-01-26,Enterprise Suite,South,Offline,58.13,5,30.35,27.78
2023-01-26,Enterprise Suite,East,Online,72.63,6,35.19,37.44
2023-01-26,Enterprise Suite,East,Offline,55.86,3,28.44,27.42
2023-01-26,Enterprise Suite,West,Online,101.83,6,42.57,59.26
2023-01-26,Enterprise Suite,West,Offline,67.63,3,31.5,36.13
2023-01-26,Growth Pack,North,Online,76.59,5,38.0,38.59
2023-01-26,Growth Pack,North,Offline,38.24,3,15.16,23.08
